clip	ending0	ending1	ending2	ending3	ending4	label
video9993	a girl speak how is this pray her masudhi and where is go	a person playing the guitar	women are lined up looking at something or someone	a girl speaks about how to apply for a visa and fly to US	a man is cooking at the stove	0
video7246	late night sneak peek preview	a girl is doing the Egyptian dance on stage	a girl is singing on stage	a tractor is driving around in the woods	the woman in blue t shirt is talking about the parts of car	2
video7247	people gathered in the stadium to play some sports competition	a man sitting on a chair and talking	a person is playing game having gun and shouting the soliders	a little girl is running around in a park she sees a boy in a bicycle and pulls on his shirt	people gathered in the stadium to watch some sports competition	4
video7244	a man is in his room unboxing something electronic he bought	video game commentary about driving a mixer	hillary clinton is giving a speech	people are playingg match	hillary clinton is listening to a speech	2
video7240	a professor teaching a class	two males discussing betting and money for a baseball season	a man discussing world of warcraft strategy	two males criticizing betting and money for a baseball season	a cannon is shooting out a plane in a video game	1
video7241	a woman is explaining how to do something on a computer	an old men is dancing with a princess and all animals are also dancing with them	its display of many movie clip if we need anything we can download	its display of many movie clip if we need anything we can call	a man is dancing	2
video8643	this is a video from the voice kids	a man with an australian accent talking about how to put oil on a pan	a man with an australian accent screaming about how to put oil on a pan	an animated man is talking to a rabbit	comment about a sports programme	1
video8642	a girl is dancing	a girl is making non veg in kitchen	a man run the room and see the mobile phone sms	a girl is singing	there is a prawn dish in a plate	3
video8641	a man cooking food	two man is wrestling	two man is hugging each other	a person is showing how to fold paper	a man is talking about satan	1
video8640	red faced monkey crying and gracefully sitting in a pond	a short clip showcasing sports highlights	a machine is operating itself and making hole to some pipe and cutting itself	the man was arguing with the other man	red faced monkey blinking and gracefully sitting in a pond	4
video8647	the scene shows the milestones of the sports world	two men and a woman all in black sitting while the man on the left talks	a girl is standing on something while the man cowers in fear of her	a girl is kicking something while the man cowers in fear of her	a boy on the phone scared	3
